policy_number;start_date;end_date;cancellation_date;premium;discount;year
2875;03.08.2016;03.08.2017;03.08.2017;225,975989;0,37096433;2016
2876;20.07.2016;20.07.2017;20.07.2017;376,6345907;0,390834083;2016
2877;21.04.2016;21.04.2017;;194,7243349;0,749634379;2016
2879;29.05.2019;29.05.2020;;116,0372299;15,62446158;2019
2880;24.10.2017;24.10.2018;24.10.2018;234,980233;6,284483476;2017
2881;04.07.2018;04.07.2019;04.07.2019;188,7653037;1,995318091;2018
2882;04.02.2019;04.02.2020;25.02.2019;522,389098;0,284448155;2019
2883;03.01.2017;03.01.2018;03.01.2018;202,9291075;26,24849168;2017
2884;15.06.2019;15.06.2020;;314,1596965;14,66265871;2019
2886;28.09.2017;28.09.2018;28.09.2018;246,0799991;0,944620918;2017
2887;20.12.2017;20.12.2018;20.12.2018;365,3190438;0,701525227;2017
2888;31.12.2016;31.12.2017;31.12.2017;556,6961425;0,29856921;2016
2889;19.01.2017;18.07.2017;18.07.2017;192,577625;0,125901813;2017
2890;12.11.2016;12.11.2017;;346,8933704;0,053457928;2016
2891;08.02.2017;08.02.2018;22.06.2017;370,8081929;5,201192385;2017
2893;29.11.2018;29.11.2019;;461,1986617;0,037641853;2018
2894;15.02.2018;15.02.2019;31.03.2018;197,2258215;15,18249281;2018
2895;27.01.2019;27.01.2020;15.12.2019;575,1326075;0,632882522;2019
2896;23.07.2018;23.07.2019;;461,6451128;13,13978284;2018
2897;09.08.2017;09.08.2018;;378,3596715;0,698812636;2017
2898;03.10.2018;03.10.2019;03.10.2019;209,7216592;15,26661067;2018
2900;02.10.2016;02.10.2017;;231,4321342;0,101879817;2016
2902;19.04.2017;19.04.2018;;161,4679757;0,310257672;2017
2903;20.03.2016;20.03.2017;20.03.2017;196,651118;14,70221392;2016
2904;28.08.2017;28.08.2018;28.08.2018;186,6720613;0,988006487;2017
2905;16.12.2019;16.12.2020;;208,7691711;0,306065066;2019
2906;07.11.2016;07.11.2017;07.11.2017;283,4318897;0,685118477;2016
2907;18.05.2017;18.05.2018;18.05.2018;354,3892002;0,185133774;2017
2908;30.01.2019;30.01.2020;;318,5740548;5,424624243;2019
2909;13.12.2017;13.12.2018;01.02.2018;256,3358748;0,925072007;2017
2910;14.12.2016;14.12.2017;14.12.2017;263,7124284;0,308124406;2016
2911;07.07.2017;07.07.2018;;311,6826854;3,378752465;2017
2912;02.06.2017;02.06.2018;02.06.2018;204,3290381;0,465402372;2017
2913;12.06.2016;12.06.2017;28.05.2017;189,1610224;0,871392326;2016
2914;10.11.2017;10.11.2018;10.11.2018;255,161639;0,191865572;2017
2917;29.10.2016;29.10.2017;29.10.2017;364,9737674;20,13690281;2016
2919;10.06.2016;10.06.2017;10.06.2017;155,7464975;21,13022783;2016
2921;31.10.2016;31.10.2017;31.10.2017;241,253182;0,935877147;2016
2923;31.05.2017;31.05.2018;31.05.2018;151,1646474;0,576379169;2017
2924;29.03.2017;29.03.2018;29.03.2018;255,7251084;9,132070238;2017
2925;12.01.2018;10.07.2018;10.07.2018;297,8708246;4,78003066;2018
2926;26.01.2016;26.01.2017;26.01.2017;218,5737757;0,445605713;2016
2928;17.05.2019;17.05.2020;;177,2695064;0,227606088;2019
2930;11.11.2018;11.11.2019;;204,2724297;0,159142363;2018
2931;18.05.2016;18.05.2017;18.05.2017;315,7899401;0,24561748;2016
2933;06.10.2018;06.10.2019;06.10.2019;232,4900317;10,85598985;2018
2934;07.01.2017;07.01.2018;19.09.2017;293,2616231;0,060818949;2017
2935;20.03.2018;20.03.2019;20.03.2019;188,9438725;4,464837831;2018
2936;19.07.2017;19.07.2018;19.07.2018;258,1800411;21,34251495;2017
2938;29.05.2018;29.05.2019;;312,6339745;0,41658011;2018
2940;12.01.2017;12.01.2018;;258,143049;0,377250308;2017
2942;17.01.2016;17.01.2017;17.01.2017;341,1878867;7,096058984;2016
2943;12.08.2017;07.02.2018;07.02.2018;303,1919889;10,18676186;2017
2944;05.10.2018;05.10.2019;19.10.2018;350,9032859;5,758718944;2018
2945;30.10.2017;30.10.2018;30.10.2018;334,6447766;10,35139739;2017
2946;03.08.2019;03.08.2020;29.11.2019;199,0910755;0,482940944;2019
2947;28.10.2017;28.10.2018;;267,9648693;0,634771573;2017
2948;29.07.2018;29.07.2019;29.07.2019;246,8809525;0,885816246;2018
2949;24.09.2018;24.09.2019;;204,2044553;19,52083246;2018
2950;04.08.2017;18.04.2018;18.04.2018;216,4211488;0,348256336;2017
2952;10.03.2018;10.03.2019;;340,8656544;0,995325358;2018
2953;02.09.2017;02.09.2018;02.09.2018;267,2107005;0,294420266;2017
2954;24.01.2018;24.01.2019;;150,7887147;0,42760191;2018
2955;07.05.2016;07.05.2017;07.05.2017;331,3064838;0,983147946;2016
2956;11.01.2017;11.01.2018;;386,6815571;0,644495429;2017
2957;11.09.2018;11.09.2019;11.09.2019;396,618344;9,892031541;2018
2958;14.03.2017;14.03.2018;14.03.2018;353,7999107;10,970482;2017
2959;19.03.2019;19.03.2020;;260,3185442;0,973755973;2019
2961;26.02.2018;26.02.2019;;145,7910254;0,666994618;2018
2962;28.10.2019;28.10.2020;;252,3323843;1,87189841;2019
2963;07.12.2017;07.12.2018;07.12.2018;520,6946629;5,87455183;2017
2964;28.06.2018;01.05.2019;03.09.2018;627,1207749;0,232310079;2018
2965;07.05.2018;07.05.2019;;217,1653432;0,656418243;2018
2967;08.06.2016;08.06.2017;08.06.2017;211,7370966;0,081701779;2016
2968;01.10.2019;01.10.2020;12.12.2019;381,9694916;10,7952436;2019
2969;11.07.2018;11.07.2019;11.07.2019;324,8836563;0,583961946;2018
2970;07.03.2018;07.03.2019;07.03.2019;251,4863613;16,69510838;2018
2971;06.06.2019;06.06.2020;;331,391124;0,763779262;2019
2972;10.02.2018;10.02.2019;;265,3055719;3,691188509;2018
2973;04.04.2018;04.04.2019;04.04.2019;243,779398;0,651296641;2018
2974;18.04.2016;18.04.2017;18.04.2017;251,0064978;0,49948325;2016
2975;24.03.2016;24.03.2017;;222,6742273;3,054709033;2016
2976;20.03.2016;20.03.2017;20.03.2017;468,6403693;0,074486199;2016
2979;20.10.2018;20.10.2019;20.10.2019;178,4664644;0,54070926;2018
2980;19.09.2017;19.09.2018;;301,2648137;0,67067358;2017
2981;03.09.2016;03.09.2017;03.09.2017;209,6351595;0,232361813;2016
2982;12.04.2019;12.04.2020;;308,3656002;10,20023451;2019
2983;12.10.2019;12.10.2020;;206,993086;0,158805294;2019
2985;25.05.2016;25.05.2017;25.05.2017;252,3179496;7,307270808;2016
2986;16.08.2018;16.08.2019;16.08.2019;315,3149905;12,71672524;2018
2987;23.09.2017;23.09.2018;23.09.2018;294,1276297;0,843411717;2017
2988;28.06.2019;28.06.2020;;253,8309296;6,827559659;2019
2989;30.08.2016;30.08.2017;30.08.2017;231,9862732;15,35699165;2016
2990;28.07.2017;28.07.2018;;297,5583859;0,809216661;2017
2993;01.02.2016;01.02.2017;01.02.2017;187,9806327;0,07342882;2016
2994;04.10.2019;04.10.2020;;213,6879389;7,508025426;2019
2995;16.11.2018;16.11.2019;;447,6063953;0,508237627;2018
2996;25.02.2018;25.02.2019;;238,8025541;0,661153498;2018
2997;21.09.2017;21.09.2018;;253,5626697;0,10981427;2017
2998;08.08.2019;08.08.2020;;264,5525409;0,49528945;2019
2999;16.11.2019;16.11.2020;;284,1062971;5,018714911;2019
3000;07.05.2017;07.05.2018;07.05.2018;276,72066;18,1135049;2017
3002;04.05.2019;04.05.2020;;251,3760912;6,103489254;2019
3003;09.02.2017;09.02.2018;02.03.2017;222,6025343;0,027043073;2017
3004;27.08.2018;27.08.2019;;334,1142841;0,998843608;2018
3005;15.09.2017;15.09.2018;;277,8265095;3,168380202;2017
3006;27.04.2017;27.04.2018;;449,5355696;0,384410165;2017
3007;13.03.2019;13.03.2020;30.06.2019;315,2194416;0,421297395;2019
3008;01.02.2019;01.02.2020;;215,5495632;16,05698204;2019
3009;03.12.2016;03.12.2017;03.12.2017;159,574849;21,00747193;2016
3010;31.05.2019;31.05.2020;;643,9619355;0,405783696;2019
3011;20.08.2018;20.08.2019;;177,7405711;10,82166952;2018
3012;06.12.2018;06.12.2019;06.12.2019;231,5414176;5,919399546;2018
3013;18.01.2017;18.01.2018;;275,7808166;0,685941928;2017
3014;21.12.2018;21.12.2019;;201,819531;0,919157742;2018
3015;16.11.2018;16.11.2019;;237,7527038;0,816502207;2018
3018;11.06.2019;11.06.2020;;480,5023099;0,06627721;2019
3019;16.02.2017;16.02.2018;;162,2991919;0,629836322;2017
3020;07.10.2016;07.10.2017;;218,4167056;0,136418732;2016
3021;22.02.2016;22.02.2017;22.02.2017;180,799661;19,56070476;2016
3022;07.08.2018;07.08.2019;07.08.2019;373,690932;0,765912931;2018
3023;29.10.2018;29.10.2019;;344,2924062;8,418148912;2018
3024;17.05.2017;15.07.2017;15.07.2017;170,4199978;15,39538363;2017
3025;11.06.2016;11.06.2017;11.06.2017;312,7831925;7,116897389;2016
3027;18.10.2019;18.10.2020;;317,1455228;0,352276802;2019
3028;21.01.2017;16.04.2017;16.04.2017;262,8268852;15,9433383;2017
3029;06.07.2017;06.07.2018;06.07.2018;341,7200134;0,984365709;2017
3030;10.07.2018;10.07.2019;;334,5647361;0,988197085;2018
3031;09.03.2017;09.03.2018;15.09.2017;279,1429792;6,503229729;2017
3033;28.01.2018;28.01.2019;28.01.2019;199,5491234;15,22490417;2018
3034;07.10.2019;07.10.2020;;547,1691205;11,26062814;2019
3035;30.11.2018;30.11.2019;30.11.2019;301,4695895;13,0212547;2018
3036;25.08.2017;25.08.2018;25.08.2018;176,616098;10,57187615;2017
3037;21.11.2019;21.11.2020;;189,4254926;2,989507063;2019
3038;11.09.2017;11.09.2018;24.09.2017;271,6674943;0,030021085;2017
3039;15.03.2017;15.03.2018;;484,3422547;0,564092119;2017
3040;31.12.2018;31.12.2019;;444,347355;0,892916778;2018
3041;05.07.2019;05.07.2020;;218,533403;5,259129547;2019
3042;15.06.2019;15.06.2020;;304,8908958;0,909653881;2019
3043;27.03.2018;27.03.2019;;650,0417568;0,743784261;2018
3044;29.07.2018;29.07.2019;29.07.2019;291,993413;0,241411497;2018
3045;29.06.2016;29.06.2017;;304,8600531;5,98120144;2016
3046;09.04.2017;09.04.2018;09.04.2018;167,6442466;0,689384955;2017
3047;26.03.2019;26.03.2020;;325,1309005;4,163078717;2019
3048;12.07.2016;12.07.2017;12.07.2017;342,6866943;0,564090863;2016
3049;02.05.2019;02.05.2020;;193,0507618;0,21981082;2019
3050;31.03.2019;31.03.2020;;306,9741997;0,976009876;2019
3051;04.07.2016;04.07.2017;04.07.2017;243,5362692;0,518363896;2016
3052;02.11.2017;02.11.2018;02.11.2018;245,5593567;0,142829249;2017
3053;22.05.2016;22.05.2017;22.05.2017;184,3924753;6,436740561;2016
3054;03.02.2019;03.02.2020;;268,1349604;0,371039668;2019
3055;27.04.2019;27.04.2020;;448,7953603;15,41237908;2019
3056;29.10.2016;29.10.2017;31.03.2017;220,0648738;0,525016938;2016
3057;28.03.2016;28.03.2017;28.03.2017;392,0109676;0,962038367;2016
3058;04.06.2018;04.06.2019;;270,5880792;0,971962132;2018
3059;10.09.2018;10.09.2019;;181,7693547;16,91909592;2018
3060;21.05.2016;21.05.2017;21.05.2017;382,8464559;0,741210938;2016
3061;26.07.2019;26.07.2020;;358,7760351;16,43588777;2019
3062;28.05.2017;28.05.2018;28.05.2018;264,3199526;0,281351327;2017
3063;14.02.2019;14.02.2020;;325,4458725;0,468183038;2019
3064;05.02.2017;05.02.2018;05.02.2018;203,6751665;4,827452737;2017
3065;23.02.2018;23.02.2019;;279,941345;13,69906264;2018
3066;29.04.2017;02.08.2017;02.08.2017;404,7027738;0,599160162;2017
3067;03.08.2019;03.08.2020;;1242,667816;0,040036926;2019
3068;17.03.2019;17.03.2020;16.06.2019;294,6460171;5,136020064;2019
3069;29.03.2019;29.03.2020;;179,621145;0,808512006;2019
3070;01.01.2017;01.01.2018;;142,605872;15,4554151;2017
3071;20.07.2016;20.07.2017;20.07.2017;237,5948562;0,769939873;2016
3072;07.10.2018;07.10.2019;;357,2906229;10,76640328;2018
3073;04.12.2017;12.01.2018;12.01.2018;311,3190454;0,353039904;2017
3074;25.02.2019;25.02.2020;;233,3519064;11,42884976;2019
3075;30.08.2019;30.08.2020;;286,3716393;9,296961627;2019
3076;16.02.2016;16.02.2017;16.02.2017;294,9317798;0,814398947;2016
3077;17.12.2016;17.12.2017;17.12.2017;198,8973406;0,480307325;2016
3078;16.05.2019;16.05.2020;;675,373465;0,56980158;2019
3080;01.03.2019;01.03.2020;;275,7267667;8,369802363;2019
3081;08.10.2019;08.10.2020;;360,6405798;8,151776519;2019
3082;18.10.2017;18.10.2018;18.10.2018;396,0018844;20,68935084;2017
3083;05.06.2018;05.06.2019;05.06.2019;262,7220635;5,758224403;2018
3085;07.10.2017;07.10.2018;07.10.2018;377,5579355;2,165020342;2017
3086;06.12.2019;06.12.2020;;303,6364508;0,986476738;2019
3087;26.01.2016;26.01.2017;26.01.2017;197,7930802;20,22562654;2016
3088;05.10.2018;05.10.2019;;232,533632;0,267434158;2018
3089;20.03.2019;20.03.2020;;170,9154102;15,81084261;2019
3090;18.06.2019;18.06.2020;;268,5644956;0,910495919;2019
3091;11.09.2017;11.09.2018;;233,0904484;0,986566347;2017
3092;24.04.2017;24.04.2018;24.04.2018;222,066647;12,92054196;2017
3093;04.11.2019;04.11.2020;;437,1305494;0,749807763;2019
3094;19.10.2019;25.07.2020;;290,8485472;2,340826035;2019
3096;09.07.2017;09.07.2018;09.07.2018;425,5928904;0,168396131;2017
3097;16.02.2017;28.07.2017;22.06.2017;355,9448953;0,184277828;2017
3098;27.11.2016;27.11.2017;;154,0380853;20,80571657;2016
3099;30.05.2019;30.05.2020;;243,7583778;0,052407295;2019
3100;04.04.2017;04.04.2018;04.04.2018;190,1525574;0,231149657;2017
3101;22.02.2018;22.02.2019;;129,1101872;2,165810569;2018
3102;22.09.2017;22.09.2018;;279,690804;0,930571029;2017
3103;07.09.2017;07.09.2018;07.09.2018;250,3400544;4,77661257;2017
3104;02.05.2016;02.05.2017;02.05.2017;431,7780586;0,565908083;2016
3105;03.10.2019;03.10.2020;;290,9296718;14,91615925;2019
3106;29.05.2016;29.05.2017;29.05.2017;323,7562121;0,671664128;2016
3107;19.09.2019;19.09.2020;;706,9407784;0,645276295;2019
3111;29.10.2018;29.10.2019;;270,5525832;4,112666955;2018
3112;28.12.2018;28.12.2019;;279,8289926;0,353520739;2018
3113;21.01.2017;21.01.2018;21.01.2018;251,3561642;0,396612383;2017
3114;25.11.2017;25.11.2018;25.11.2018;200,988279;10,14148885;2017
3115;04.06.2019;04.06.2020;;305,3995255;0,637653491;2019
3116;02.06.2017;02.06.2018;;151,0502917;17,75487319;2017
3117;19.08.2019;19.08.2020;;236,6803003;0,416096932;2019
3118;15.09.2017;21.09.2017;21.09.2017;333,028021;4,516860883;2017
3119;10.09.2018;10.09.2019;;359,4480701;1,45354975;2018
3120;11.10.2016;11.10.2017;;248,552793;0,950154041;2016
3121;19.07.2018;19.07.2019;19.07.2019;571,0268788;5,941940713;2018
3122;03.08.2018;03.08.2019;03.08.2019;342,5609117;0,462394802;2018
3123;27.07.2017;27.07.2018;;276,9858613;0,603000644;2017
3124;20.04.2019;20.04.2020;;237,0725835;0,736408464;2019
3125;16.11.2019;16.11.2020;;404,108001;9,158944117;2019
3126;29.10.2017;29.10.2018;;134,3350113;2,534753924;2017
3127;10.05.2016;10.05.2017;10.05.2017;288,2075109;0,964535079;2016
3128;29.01.2016;29.01.2017;29.01.2017;178,4829666;0,779403752;2016
3130;22.02.2019;22.02.2020;;442,41273;0,569183242;2019
3131;29.05.2019;29.05.2020;08.06.2019;222,1285081;3,6800147;2019
3133;17.02.2018;17.02.2019;17.02.2019;398,501514;0,513144028;2018
3135;26.11.2018;26.11.2019;;387,29924;0,540599283;2018
3136;24.06.2018;24.06.2019;24.06.2019;430,2365404;0,348671332;2018
3137;08.08.2017;08.08.2018;08.08.2018;276,5318632;0,612253434;2017
3138;07.04.2018;13.05.2018;;269,7424247;0,266863642;2018
3143;08.05.2017;08.05.2018;08.05.2018;300,6524558;20,68907167;2017
3144;19.03.2017;19.03.2018;;336,2266621;0,589069256;2017
3145;03.08.2018;03.08.2019;03.08.2019;155,9863135;9,999266556;2018
3146;22.02.2018;22.02.2019;22.08.2018;219,5774595;5,144850677;2018
3147;16.02.2019;16.02.2020;;498,0963892;26,74160557;2019
3148;28.05.2017;28.05.2018;;200,3240456;6,057946286;2017
3150;27.10.2018;27.10.2019;;290,3475734;0,493088142;2018
3151;27.09.2018;27.09.2019;;331,146126;4,308711851;2018
3152;02.02.2017;02.02.2018;02.02.2018;287,991817;0,810471742;2017
3153;22.04.2019;22.04.2020;;499,2414065;0,668422949;2019
3154;08.06.2018;08.06.2019;08.06.2019;235,594566;0,835222206;2018
3155;26.07.2018;26.07.2019;07.06.2019;522,0728692;10,71609235;2018
3156;08.06.2018;08.06.2019;07.01.2019;338,7382187;0,956639179;2018
3157;02.09.2016;02.09.2017;02.09.2017;293,4112337;7,423297703;2016
3158;04.08.2016;04.08.2017;04.08.2017;371,4316582;0,577494095;2016
3159;12.03.2018;12.03.2019;03.09.2018;730,4754611;5,912630438;2018
3160;04.09.2017;04.09.2018;;315,881067;0,73299758;2017
3161;23.04.2017;24.08.2017;24.08.2017;378,0959742;0,594773861;2017
3162;04.01.2017;04.01.2018;;257,9357646;0,939207922;2017
3163;28.09.2019;28.09.2020;;241,7779545;20,01348712;2019
3164;31.10.2018;31.10.2019;;141,7519254;0,168332414;2018
3165;01.05.2018;01.05.2019;;308,3940888;0,495187987;2018
3166;24.11.2017;24.11.2018;24.11.2018;200,9844235;10,53890096;2017
3169;17.01.2017;17.01.2018;02.02.2017;365,068574;0,549825426;2017
3170;20.12.2019;20.12.2020;;244,9170278;27,7655616;2019
3171;28.12.2017;28.12.2018;;253,493196;15,77241686;2017
3172;13.10.2019;13.10.2020;;278,411795;0,879049309;2019
3173;25.12.2016;25.12.2017;25.12.2017;230,7095833;14,65137604;2016
3174;28.01.2018;28.01.2019;28.01.2019;286,3943726;7,965163277;2018
3175;19.10.2018;19.10.2019;19.10.2019;251,4134254;0,516523768;2018
3176;28.10.2016;15.04.2017;15.04.2017;230,3136644;10,28036949;2016
3177;05.08.2018;05.08.2019;;212,1977561;0,003613334;2018
3178;25.03.2019;25.03.2020;;443,0007705;0,454333949;2019
3179;18.06.2016;18.06.2017;18.06.2017;234,4358495;3,387506856;2016
3180;15.03.2016;15.03.2017;15.03.2017;312,647601;3,933324531;2016
3181;27.11.2019;27.11.2020;;258,6664705;3,199324203;2019
3182;01.12.2019;01.12.2020;;382,8197679;17,83480849;2019
3183;10.01.2017;10.01.2018;;204,1116043;0,783325822;2017
3184;28.01.2018;28.01.2019;;173,7870231;8,344736597;2018
3185;30.04.2016;30.04.2017;30.04.2017;248,755173;5,681384643;2016
3186;07.04.2018;07.04.2019;;336,8359244;2,426539631;2018
3188;13.03.2018;13.03.2019;;408,0478934;12,84604019;2018
3189;25.12.2017;25.12.2018;;203,7862081;13,38847719;2017
3190;29.04.2019;29.04.2020;;266,7497545;15,85232156;2019
3191;12.12.2018;12.12.2019;;335,1235408;3,012934517;2018
3192;04.07.2018;04.07.2019;;399,7221149;0,804018967;2018
3194;09.06.2018;09.06.2019;;211,4448352;0,976820273;2018
3195;28.01.2017;28.01.2018;28.01.2018;325,6015337;0,863756709;2017
3197;11.09.2018;11.09.2019;;175,172581;10,85772783;2018
3198;17.01.2016;17.01.2017;17.01.2017;333,2015601;0,062724154;2016
3199;05.11.2019;05.11.2020;;446,4002768;0,33915731;2019
3200;05.05.2019;05.05.2020;;323,5712364;0,42076504;2019
3201;18.05.2017;18.05.2018;18.05.2018;374,0925419;9,931416873;2017
3202;19.01.2019;19.01.2020;;136,3208493;29,29462248;2019
3203;31.05.2018;31.05.2019;;292,5384892;0,858573092;2018
3204;04.04.2019;04.04.2020;;183,8091236;0,930525096;2019
3205;27.01.2018;27.10.2018;;290,0497362;0,618635918;2018
3206;06.05.2016;02.05.2017;02.05.2017;263,7456086;7,254089566;2016
3207;31.12.2016;31.12.2017;31.12.2017;187,785579;5,164982007;2016
3213;03.06.2018;03.06.2019;03.06.2019;234,2396433;0,145386994;2018
3215;12.05.2018;12.05.2019;;526,2070625;0,775415161;2018
3216;07.10.2019;07.10.2020;;281,6372141;0,26560873;2019
3218;10.02.2019;10.02.2020;;498,2310547;4,758457234;2019
3219;10.11.2017;10.11.2018;;163,5082673;12,68520656;2017
3220;16.01.2019;16.01.2020;;315,0149397;19,94973369;2019
3221;10.12.2018;10.12.2019;10.04.2019;522,6916473;0,157864422;2018
3222;31.12.2018;31.12.2019;;423,8966389;20,12143014;2018
3223;12.06.2017;12.06.2018;;228,0637213;7,268147184;2017
3224;02.02.2016;02.02.2017;02.02.2017;382,8935951;0,690375205;2016
3225;26.07.2016;26.07.2017;26.07.2017;441,286336;5,506096768;2016
3226;28.06.2019;28.06.2020;28.06.2020;552,962205;0,110398445;2019
3227;09.11.2016;09.11.2017;09.11.2017;503,8921741;0,931183949;2016
3229;25.08.2019;25.08.2020;;548,0817196;0,850907575;2019
3234;02.02.2018;02.02.2019;;203,5652029;22,67584529;2018
3237;30.11.2019;30.11.2020;;231,6086378;0,78983308;2019
3238;14.02.2019;14.02.2020;;299,3765467;0,579539645;2019
3239;11.10.2016;11.10.2017;11.10.2017;137,0817112;21,69912226;2016
3240;13.10.2016;13.10.2017;;239,5981597;7,021673714;2016
3241;17.09.2016;17.09.2017;;213,0720315;0,604678452;2016
3242;20.09.2016;20.09.2017;;259,835719;0,32934242;2016
3243;06.03.2017;06.03.2018;06.03.2018;577,0827003;0,761813365;2017
3244;04.01.2018;04.01.2019;04.01.2019;157,7035196;0,611720672;2018
3245;13.06.2016;13.06.2017;13.06.2017;337,1756821;3,444124607;2016
3246;20.01.2018;20.01.2019;20.01.2019;325,3248609;25,53793011;2018
3247;14.04.2017;14.04.2018;;193,0684055;13,72762137;2017
3248;14.11.2017;14.11.2018;;283,249405;7,648863829;2017
3250;23.11.2018;23.11.2019;23.11.2019;195,796896;6,856485549;2018
3251;02.05.2019;24.04.2020;;320,5147023;0,67067581;2019
3253;10.02.2017;10.02.2018;10.02.2018;342,8133784;5,919690874;2017
3254;05.03.2016;05.03.2017;05.03.2017;256,355604;16,09879289;2016
3255;29.03.2016;29.03.2017;;585,2841329;0,730847243;2016
3256;01.06.2016;01.06.2017;01.06.2017;239,1051752;6,623051259;2016
3257;28.03.2019;28.03.2020;;243,5485032;0,03223931;2019
3259;04.09.2019;04.09.2020;;345,9473019;0,864423675;2019
3260;25.03.2019;25.03.2020;;144,5094473;5,855182712;2019
3261;07.09.2018;07.09.2019;06.06.2019;743,1060027;15,40560702;2018
3263;26.02.2018;26.02.2019;;262,8323939;0,32260689;2018
3264;18.05.2016;18.05.2017;18.05.2017;345,5405328;0,202754278;2016
3265;02.04.2018;02.04.2019;;376,1689851;14,72424248;2018
3266;18.02.2017;18.02.2018;18.02.2018;334,1736644;0,53170048;2017
3267;07.07.2019;07.07.2020;;184,084544;0,732819287;2019
3268;21.06.2018;21.06.2019;;316,9807064;2,77887383;2018
3269;08.08.2019;08.08.2020;;333,8918208;0,015054258;2019
3270;20.10.2016;20.10.2017;20.10.2017;317,2001525;6,247760912;2016
3271;13.03.2017;13.03.2018;;361,8217256;10,74568292;2017
3272;17.09.2017;17.09.2018;04.11.2017;305,2250857;0,365260278;2017
3273;06.10.2018;06.10.2019;;363,0458012;0,860435894;2018
3274;18.02.2018;18.02.2019;18.02.2019;262,5975875;0,369198028;2018
3275;27.02.2016;27.02.2017;27.02.2017;234,6922101;22,12676;2016
3276;07.06.2018;07.06.2019;07.06.2019;406,4545439;0,120882231;2018
3277;01.10.2018;01.10.2019;;310,3677386;14,84604419;2018
3278;22.03.2017;22.03.2018;22.03.2018;350,8939732;0,360032284;2017
3280;19.09.2016;19.09.2017;;405,648507;3,320242378;2016
3281;10.10.2016;10.10.2017;10.10.2017;246,1723709;3,014467266;2016
3282;08.08.2017;08.08.2018;26.07.2018;185,0177423;5,264277812;2017
3283;11.06.2017;11.06.2018;;256,0843024;9,810629274;2017
3284;15.03.2018;06.10.2018;06.10.2018;566,9102087;4,937717423;2018
3285;21.11.2018;21.11.2019;;511,9388962;0,854489864;2018
3286;03.05.2017;03.05.2018;03.05.2018;296,9573761;0,51063005;2017
3288;29.09.2016;29.09.2017;08.01.2017;435,0685688;0,794968972;2016
3289;04.06.2019;04.06.2020;;201,9507513;30,36492646;2019
3290;16.02.2018;08.02.2019;08.02.2019;279,7122792;0,264436811;2018
3291;15.11.2019;15.11.2020;;331,9613247;0,556915737;2019
3292;20.10.2017;20.10.2018;;161,4200739;10,802896;2017
3293;20.02.2017;20.02.2018;;326,8011044;10,83493969;2017
3295;16.04.2018;16.04.2019;;189,2152198;0,482205763;2018
3296;16.02.2017;16.02.2018;16.02.2018;189,6732816;0,391874679;2017
3298;08.08.2018;08.08.2019;;122,8279686;33,00721082;2018
3299;27.01.2016;27.01.2017;27.01.2017;186,8195631;5,079010474;2016
3300;18.03.2016;18.03.2017;18.03.2017;318,8155109;6,208417934;2016
3301;07.04.2018;07.04.2019;07.04.2019;568,8411652;0,790920403;2018
3302;19.02.2018;19.02.2019;;285,3578494;7,853508295;2018
3303;16.11.2019;16.11.2020;;418,4917792;5,756278121;2019
3304;25.01.2017;25.01.2018;25.01.2018;138,0846324;15,33619821;2017
3306;25.01.2016;25.01.2017;25.01.2017;154,8197597;23,57965417;2016
3307;06.10.2018;06.10.2019;;148,7582664;10,42666888;2018
3308;26.09.2019;26.09.2020;;463,3504731;0,674724454;2019
3309;16.11.2019;06.09.2020;;386,6668177;0,235890014;2019
3310;25.03.2016;25.03.2017;25.03.2017;215,1325236;4,870133705;2016
3312;01.03.2019;01.03.2020;;275,6184886;5,002484748;2019
3313;30.06.2018;30.06.2019;;325,5003443;0,097651375;2018
3314;12.07.2019;12.07.2020;;185,84564;0,715304861;2019
3315;03.11.2016;03.11.2017;;200,6364014;0,92886802;2016
3316;14.04.2016;14.04.2017;14.04.2017;321,809352;0,610806532;2016
3317;03.07.2016;03.07.2017;;378,4693889;0,243999562;2016
3318;17.09.2016;17.09.2017;17.09.2017;395,4157873;0,058003175;2016
3320;15.06.2017;15.06.2018;15.06.2018;161,1661633;5,418460303;2017
3321;16.11.2017;16.11.2018;;187,3863968;0,427987089;2017
3322;19.01.2016;19.01.2017;19.01.2017;343,8503861;0,278225202;2016
3323;16.03.2017;16.03.2018;16.03.2018;331,6304424;9,702797468;2017
3324;17.04.2019;17.04.2020;;262,0726228;22,24521276;2019
3326;29.11.2017;29.11.2018;29.11.2018;206,1794029;13,79405988;2017
3327;18.04.2017;18.04.2018;18.04.2018;348,9609982;7,409978454;2017
3328;21.04.2016;21.04.2017;21.04.2017;224,5112994;6,994727177;2016
3329;12.04.2018;12.04.2019;;254,7654665;0,643359379;2018
3330;17.09.2016;17.09.2017;17.09.2017;350,8912452;7,077751386;2016
3331;11.06.2016;11.06.2017;11.06.2017;242,2884107;3,179008162;2016
3332;12.01.2017;12.01.2018;;430,4575135;0,135075032;2017
3333;04.11.2017;04.11.2018;04.11.2018;155,8279947;0,874131452;2017
3334;12.10.2019;12.10.2020;;202,162129;0,856488359;2019
3335;18.03.2017;18.03.2018;18.03.2018;288,3136493;0,926740475;2017
3337;22.06.2016;22.06.2017;22.06.2017;319,8796823;0,30994111;2016
3338;11.03.2016;11.03.2017;;287,994148;3,214656143;2016
3339;12.11.2017;12.11.2018;;291,3510816;13,24119369;2017
